probIn scale
0.280801 0.01463936
0.2833935 0.01490311
0.3325092 0.01536536
0.339303 0.0153066
0.3569504 0.01565694
0.3445342 0.01612125
0.333218 0.01530138
0.3319038 0.01472362
0.3345699 0.01500368
0.3229287 0.01481162
0.3211761 0.01513425
0.3080446 0.01504489
0.3206546 0.01513901
0.2866707 0.01469694
0.2757481 0.01488434
0.2786876 0.01594782
0.2852354 0.01570718
0.3019542 0.01519385
0.326313 0.01499177
0.295545 0.01471574
0.2918491 0.01442065
0.2921643 0.01422065
0.2929098 0.0142465
0.2960486 0.01389101
0.3269128 0.01356103
0.3353619 0.01336631
0.3249373 0.01330081
0.3281938 0.0140222
0.330097 0.01316201
0.3425746 0.01322219
0.3224027 0.01286018
0.2992833 0.01322103
0.2980064 0.01371027
0.2849843 0.01373925
0.2773896 0.0142031
0.2905343 0.01445732
0.2606169 0.01399329
0.2667438 0.01391147
0.2974564 0.01472356
0.2677096 0.01574262
0.2331004 0.01579424
0.2492664 0.01581624
0.2516322 0.01539549
0.2733881 0.01547607
0.24396 0.01571223
0.2289321 0.0162269
0.2443155 0.0161343
0.2323842 0.01642738
0.2400538 0.01632155
0.2220579 0.01588027
0.2217636 0.01641897
0.2383386 0.01583128
0.2586354 0.01623222
0.2802645 0.01611419
0.2865173 0.01659494
0.2889476 0.01607572
0.2506217 0.01592921
0.2761448 0.01556159
0.2953599 0.01566134
0.3185306 0.01568508
0.3511122 0.01529868
0.3495957 0.01451345
0.3470917 0.01381826
0.3278864 0.01275266
0.328139 0.01302001
0.3360248 0.01283394
0.3293737 0.01292981
0.2719765 0.01285573
0.2673907 0.01296334
0.3181356 0.01250406
0.3009194 0.01196881
0.2966452 0.01172111
0.2922107 0.01162341
0.2920257 0.0115106
0.2797807 0.01080267
0.3104671 0.01163572
0.3206308 0.01121005
0.3149024 0.01133991
0.3290624 0.01096769
0.3193011 0.01052419
0.3411124 0.009699133
0.3518136 0.01033429
0.3743574 0.01025608
0.3867159 0.01030583
0.359787 0.01036446
0.3667773 0.01009792
0.3506024 0.01023351
0.4003213 0.009866536
0.3896531 0.009717423
0.3700906 0.009920492
0.401975 0.00971081
0.3967694 0.00975491
0.4026558 0.01039841
0.3648744 0.01064414
0.3389189 0.009764543
0.3486044 0.009600758
0.3213924 0.009589725
0.3182705 0.009231064
0.3064867 0.009274569
0.2742603 0.00945014
0.2743214 0.009259542
0.3113072 0.008819657
0.2978935 0.008765097
0.2723391 0.008845745
0.3121214 0.008654722
0.337042 0.00891267
0.2964323 0.008648992
0.2939786 0.008452364
0.3081009 0.008501228
0.3346909 0.00883826
0.327928 0.008700786
0.3161966 0.00886439
0.3132071 0.008933606
0.331704 0.009035032
0.3206718 0.009110599
0.3651665 0.009047887
0.3841049 0.009174964
0.4057679 0.009772131
0.4168924 0.00957708
0.4162732 0.009555189
0.3882458 0.00967573
0.4095117 0.009769524
0.3938315 0.009601392
0.4231027 0.009695588
0.4151592 0.009547055
0.4112549 0.00962057
0.4043317 0.009523595
0.4462567 0.009169033
0.4604901 0.00910786
0.4780221 0.009106311
0.4667973 0.008958191
0.4681677 0.009052503
0.5077747 0.008408362
0.494781 0.008505456
0.4830906 0.008570001
0.4765965 0.008674735
0.4749027 0.00888075
0.476941 0.009098446
0.4913122 0.009219527
0.5142327 0.009500278
0.4810984 0.009123998
0.5038726 0.008702966
0.4919217 0.008525872
0.5066928 0.008224891
0.4937816 0.008406231
0.5022497 0.008441664
0.5193984 0.00845112
0.473738 0.008542685
0.4648583 0.008572549
0.4325171 0.008727173
0.4418118 0.008664042
0.3847578 0.008493329
0.4253172 0.008670489
0.421166 0.008580119
0.4036876 0.008337722
0.4019254 0.008576226
0.379305 0.009163057
0.3172345 0.008864
0.3288234 0.008526074
0.2992873 0.008420617
0.2836361 0.008186982
0.2675439 0.008275517
0.2776323 0.008516499
0.2867878 0.008723478
0.2899606 0.008700673
0.2903647 0.008537475
0.303777 0.008707304
0.2903482 0.00839242
0.3080464 0.008496296
0.2939737 0.008280406
0.291491 0.008341249
0.2772854 0.008341032
0.3302458 0.008569927
0.3326422 0.008542607
0.3222567 0.008399406
0.3088793 0.008224912
0.3137279 0.008056341
0.3069188 0.007925848
0.2993038 0.008041302
0.3004644 0.007890599
0.3148262 0.007861087
0.295315 0.00779087
0.3024662 0.007726451
0.3222428 0.008020074
0.3430172 0.008291765
0.356564 0.008196067
0.3367512 0.008183269
0.316965 0.008350544
0.3375425 0.00816949
0.3254361 0.008556108
0.3124938 0.008537792
0.3140382 0.008694893
0.341149 0.009055448
0.3773194 0.008960263
0.3705771 0.008840076
0.3706607 0.008775005
0.3775326 0.008608325
0.3621843 0.008440443
0.3716282 0.008409939
0.3548429 0.008516194
0.3697934 0.008257463
0.3899422 0.008567837
0.4208591 0.008631261
0.4376737 0.008628223
0.4202824 0.008615635
0.4185132 0.008213103
0.4088622 0.007946049
0.3713572 0.008005813
0.4018724 0.007714897
0.3813404 0.007534754
0.3771948 0.007603047
0.3999575 0.007448891
0.4215847 0.007650916
0.4244904 0.007923197
0.3982834 0.00767734
0.3704391 0.007944724
0.3884211 0.00782541
0.4209873 0.007872876
0.4135391 0.007836702
0.4822343 0.007755542
0.4779725 0.007605262
0.4324495 0.0075555
0.4385824 0.007882755
0.4565213 0.007843809
0.4392046 0.007867567
0.4210826 0.007907184
0.447509 0.007645238
0.4580175 0.007550327
0.4336926 0.007228381
0.4230907 0.00720134
0.4172276 0.007447292
0.4213028 0.00745168
0.4002349 0.007374364
0.3445393 0.007426086
0.3277551 0.007365386
0.3233864 0.007439643
0.3239425 0.007463825
0.3175298 0.007417864
0.3175135 0.007220517
0.307636 0.007226678
0.3427809 0.007185513
0.3514004 0.007265191
0.3556223 0.00724035
0.3412471 0.007105845
0.3385147 0.006967004
0.3268912 0.006784687
0.3247703 0.006917283
0.2918963 0.006981208
0.2991844 0.007216924
0.2975671 0.00712531
0.311278 0.007193537
0.3377016 0.006997531
0.3468654 0.006960916
0.3928734 0.006808699
0.3758354 0.006789569
0.3728048 0.006752313
0.3592326 0.006894506
0.3563517 0.006993524
0.3750134 0.006515455
0.3470484 0.006387567
0.3475198 0.006299261
0.3654488 0.006252897
0.344466 0.006041728
0.3278037 0.005915474
0.3509282 0.005905044
0.3970423 0.005551204
0.416802 0.005506258
0.4410136 0.005451747
0.476018 0.005529821
0.4601371 0.005491212
0.4525287 0.005537967
0.4244546 0.005400905
0.4057717 0.005363195
0.4260916 0.00506653
0.4066447 0.004949402
0.4120563 0.004852699
0.4522195 0.005010942
0.4719726 0.005022124
0.4820586 0.005309081
0.4545648 0.005394976
0.4091775 0.00514254
0.4330455 0.004949383
0.4560978 0.00501007
0.4207904 0.005008066
0.4279092 0.004884173
0.4144418 0.004808132
0.433461 0.004602105
0.4362711 0.004614887
0.4747152 0.00441481
0.4504532 0.004351374
0.4297385 0.004292735
0.4337855 0.004318126
0.3875724 0.004311943
0.3906692 0.004362719
0.3591566 0.004338162
0.3628951 0.004194567
0.3491511 0.00426626
0.3334425 0.004144838
0.3062535 0.004232198
0.3096278 0.004167226
0.3308552 0.004273858
0.3075367 0.004297411
0.3188715 0.004113547
0.3047473 0.00407498
0.2961099 0.004037468
0.2928439 0.004157268
0.289253 0.003836622
0.3222409 0.003875535
0.3485772 0.003837925
0.3277733 0.003816322
0.3097054 0.003853673
0.3206739 0.003823954
0.3305714 0.003758459
0.3493246 0.003864527
0.3767099 0.003640601
0.400757 0.003615688
0.4026066 0.003648688
0.4259812 0.003608053
0.4147443 0.003577427
0.3823212 0.003541472
0.3996808 0.003495544
0.3823153 0.00339085
0.4341403 0.003377765
0.431606 0.003211562
0.4470612 0.003183783
0.4666395 0.003112522
0.4703909 0.003003411
0.47891 0.003071109
0.4629585 0.003030082
0.4968084 0.003055581
0.4791002 0.003135911
0.4150246 0.003161841
0.3872017 0.003198594
0.4063082 0.003302383
0.4095637 0.003351913
0.397293 0.003243486
0.4058503 0.003334934
0.4150087 0.003300854
0.3524076 0.003365341
0.3429628 0.003365281
0.3475516 0.003514505
0.3341271 0.00352533
0.3530768 0.003515642
0.3538929 0.003530655
0.3685031 0.003417546
0.3804726 0.003416065
0.386841 0.003356741
0.4003088 0.003404077
0.4004383 0.003479706
0.4008741 0.00351735
0.4327509 0.00351932
0.4704184 0.00362275
0.4451241 0.003513877
0.4544013 0.003559135
0.4603422 0.003524893
0.4427532 0.003541896
0.4301875 0.003610623
0.4621083 0.003540722
0.4686538 0.003554387
0.4602452 0.003627009
0.495394 0.003666407
0.4668457 0.003714539
0.4843555 0.003811309
0.4516071 0.003763778
0.4011031 0.003722317
0.3988273 0.003651251
0.4171442 0.003728815
0.4037449 0.003689667
0.4534351 0.003660424
0.4669265 0.003596895
0.5140463 0.003604987
0.5001072 0.00364995
0.520754 0.003539946
0.5332142 0.00360464
0.5163823 0.003458059
0.4842841 0.003349901
0.4717929 0.003396299
0.4470383 0.003405583
0.4366711 0.003386689
0.4092166 0.003543068
0.4148229 0.003514892
0.4001687 0.003537465
0.3837501 0.003713518
0.4094097 0.003748858
0.4088523 0.003727102
0.4244516 0.003672555
0.4052949 0.003573349
0.3932905 0.003635427
0.3571006 0.003607542
0.3934646 0.003639436
0.384795 0.00370319
0.4162917 0.003666234
0.4199429 0.003567191
0.3942963 0.003539049
0.3667792 0.003517419
0.3795746 0.003553181
0.3797138 0.003485961
0.397017 0.003681523
0.3662296 0.003642295
0.3822774 0.003749435
0.371396 0.00363706
0.4282114 0.003867843
0.4178964 0.003802755
0.4468369 0.003869536
0.4426855 0.003900767
0.4377115 0.003869145
0.440447 0.003924504
0.4301905 0.003985213
0.4402042 0.00397444
0.4353772 0.004154102
0.439261 0.004298746
0.4501769 0.0043813
0.4191899 0.004287127
0.4639902 0.004181732
0.453185 0.004096793
0.455656 0.003902258
0.4424084 0.003848471
0.4435076 0.003848841
0.4564929 0.003983147
0.4571254 0.004228013
0.4591998 0.004283395
0.4816887 0.004126212
0.4749166 0.003867407
0.4695682 0.003876166
0.5019335 0.00371196
0.4958121 0.003703006
0.4837126 0.00382513
0.513577 0.00388644
0.5175401 0.00369312
0.534647 0.00371714
0.526125 0.00363341
0.5031786 0.003505526
0.4958485 0.003343967
0.5069721 0.003329887
0.5261831 0.003196429
0.4982096 0.003111297
0.5153083 0.003098615
0.5788839 0.003182342
0.5799217 0.003301698
0.5759508 0.003366186
0.5424842 0.003452022
0.491752 0.003481034
0.5147597 0.003558073
0.5104297 0.003500035
0.5372427 0.003484127
0.54375 0.003615613
0.497797 0.003491586
0.5109913 0.003394409
0.5269845 0.003443405
0.5273399 0.003421938
0.5544211 0.003459481
0.5929367 0.00352591
0.573987 0.003566144
0.5941892 0.003572885
0.6029711 0.003655606
0.6275944 0.003696933
0.573995 0.003867381
0.5681097 0.003848997
0.5558237 0.003838772
0.5854963 0.00378496
0.6040483 0.00389528
0.5810525 0.003956091
0.5206211 0.004006151
0.5500493 0.003939287
0.5183585 0.003946338
0.5148875 0.003999172
0.5342993 0.004022694
0.5143129 0.004093533
0.4893087 0.004195208
0.4736695 0.004101029
0.4544192 0.003959076
0.4669735 0.003880312
0.48007 0.003853516
0.4942121 0.003852261
0.5032749 0.003699066
0.5135849 0.003589812
0.5174768 0.003558192
0.5363878 0.003523464
0.5303961 0.003449778
0.5263972 0.003542237
0.5133157 0.003491971
0.4877797 0.003381091
0.442007 0.003190899
0.4485664 0.003105325
0.4217408 0.003265703
0.4246955 0.003234232
0.4284982 0.003250458
0.4453602 0.003206754
0.4273107 0.002990082
0.4069152 0.00304583
0.4496536 0.003094231
0.4570374 0.002981153
0.4294995 0.00307295
0.42057 0.003014744
0.4208882 0.00308281
0.4595695 0.003106841
0.4419176 0.003130963
0.4449834 0.002948322
0.4802658 0.002944854
0.5106161 0.002961531
0.5044952 0.003013175
0.5653822 0.002965894
0.5469183 0.002990426
0.5657436 0.002966737
0.5522633 0.002998257
0.5323748 0.003067164
0.551887 0.003011402
0.5685753 0.002994246
0.5492638 0.003052633
0.5444896 0.003209155
0.5389649 0.003214738
0.5636613 0.003407225
0.5553329 0.003313382
0.5558236 0.003198513
0.5120117 0.003238
0.499552 0.003306734
0.5321997 0.003442476
0.4943625 0.00344835
0.5293442 0.003545007
0.5344571 0.003527721
0.5011555 0.003684718
0.483181 0.003711729
0.5013893 0.003603225
0.5008919 0.0036626
0.485818 0.003767274
0.4960242 0.003869646
0.4930068 0.0038006
0.4949684 0.004085993
0.5120018 0.004174963
0.5246549 0.004282157
0.5075415 0.004455066
0.5396889 0.004533484
0.5292309 0.004713937
0.5442304 0.004839537
0.5591916 0.004813534
0.6100161 0.004692611
0.6122252 0.004531359
0.6112838 0.004620565
0.6137357 0.004684187
0.6159276 0.004838785
0.6116536 0.004857427
0.5921594 0.004757261
0.5701095 0.004608821
0.5748716 0.004770994
0.6179685 0.004711785
0.5827368 0.00472133
0.6062563 0.004681459
0.6029059 0.004909631
0.614331 0.004808791
0.5962391 0.004946798
0.5938355 0.004908933
0.60821 0.004860994
0.6056481 0.004800045
0.6186827 0.004754409
0.6161251 0.004741287
0.5623904 0.004592229
0.5614082 0.004575451
0.511983 0.004676628
0.5218261 0.004653285
0.490969 0.004602535
0.4904433 0.004503255
0.4982075 0.004411729
0.4917972 0.004455115
0.5045129 0.004574561
0.5079037 0.00444349
0.500107 0.004209271
0.5081023 0.004328256
0.4960373 0.004459114
0.5043804 0.004620998
0.451496 0.004671232
0.4122192 0.00446845
0.4295311 0.004553718
0.471985 0.004598956
0.5131641 0.004687609
0.5194549 0.004774411
0.5170719 0.004915566
0.4805335 0.005175203
0.5245122 0.005170418
0.5239296 0.005060503
0.5413717 0.005258318
0.5412688 0.005283298
0.5125875 0.005023918
0.5139853 0.004967088
0.5191017 0.005116363
0.5369114 0.004988181
0.5544496 0.00495048
0.5667322 0.004910896
0.5683311 0.004934111
0.5682945 0.004905153
0.587304 0.004936007
0.5569671 0.004758072
0.5541846 0.004772928
0.5961351 0.005189213
0.6065424 0.00519433
0.6118872 0.005108039
0.6018371 0.005295338
0.6102388 0.005372185
0.5698467 0.005393508
0.589354 0.005436542
0.6162338 0.005607793
0.5898068 0.005362783
0.5765438 0.005538211
0.5567592 0.005903629
0.5550981 0.005791954
0.5482251 0.006012352
0.5985781 0.006100961
0.5767828 0.006063369
0.5949294 0.006276437
0.6488045 0.006281453
0.6336922 0.00651767
0.6430064 0.006711304
0.6339201 0.006665355
0.6489374 0.006630594
0.678144 0.006528512
0.6574702 0.006810208
0.6316161 0.006767539
0.6164962 0.006721615
0.6072298 0.006381248
0.6036004 0.00624582
0.614858 0.00635483
0.6417054 0.00646879
0.6413671 0.006315099
0.6870257 0.006151086
0.6542523 0.006034413
0.613519 0.00561745
0.6018108 0.005435456
0.636485 0.005503592
0.6758211 0.005804408
0.636381 0.005647607
0.60996 0.005756252
0.6053869 0.005752682
0.6127323 0.006207032
0.616236 0.00625838
0.6169879 0.005991432
0.5745003 0.005776503
0.5917458 0.005539471
0.5751528 0.005720284
0.6052484 0.005737812
0.6083421 0.005684568
0.6218578 0.005551014
0.6278744 0.005561142
0.6421813 0.005607031
0.6131488 0.005743579
0.633201 0.005682185
0.5860823 0.005748786
0.5727181 0.005896167
0.5709562 0.005771531
0.5755614 0.005977742
0.5893609 0.005805646
0.6018354 0.00577542
0.5925602 0.005606522
0.6175683 0.005606673
0.6375421 0.00556898
0.6105907 0.005773048
0.5672854 0.00558305
0.5714854 0.005670403
0.5552127 0.005627362
0.5532036 0.005459335
0.5292489 0.005370515
0.5377732 0.005475839
0.5598571 0.005491852
0.5724319 0.00568447
0.5620357 0.005568541
0.5642774 0.005805093
0.5523417 0.006001801
0.5221438 0.006032372
0.4827068 0.006191791
0.4983158 0.006120515
0.5178596 0.006308368
0.4878118 0.0066387
0.5045261 0.007085497
0.4916373 0.007213654
0.5066865 0.006960612
0.5336267 0.00700194
0.5540523 0.007238074
0.5688064 0.006961028
0.539799 0.006820114
0.5396378 0.006506007
0.5190973 0.006479661
0.5673553 0.006343435
0.6097568 0.006435977
0.6185423 0.006710619
0.6397129 0.006292684
0.6360161 0.006018329
0.6407707 0.005900822
0.6845886 0.005952941
0.6691591 0.006090931
0.6578032 0.006189855
0.6406298 0.006226432
0.6529093 0.006295321
0.6730549 0.006601291
0.6647267 0.006397119
0.6280538 0.006538877
0.6264166 0.006335304
0.6085343 0.006528655
0.5916255 0.006422752
0.568629 0.006471865
0.5934899 0.006382909
0.56875 0.006067198
0.564353 0.006244975
0.5219857 0.006135692
0.4979924 0.006123199
0.5169728 0.005961533
0.5297328 0.005882934
0.523073 0.006065956
0.515131 0.005947807
0.5132112 0.005940149
0.5360643 0.005895367
0.5125199 0.005548368
0.4964142 0.00567746
0.5262441 0.005894794
0.5323987 0.006060866
0.5385361 0.005880114
0.5469686 0.006078791
0.5378381 0.005855403
0.5176278 0.005699405
0.509791 0.005822272
0.5173171 0.005544566
0.4914438 0.00588574
0.4538506 0.005812232
0.4362186 0.005892276
0.4801501 0.006219774
0.485842 0.006395029
0.4755432 0.006483619
0.4743535 0.006708451
0.4266091 0.006656406
0.415783 0.006494323
0.4482654 0.006272599
0.4647551 0.006067413
0.4779369 0.005948291
0.4893878 0.005983682
0.4558062 0.006084083
0.4903251 0.006035742
0.5098067 0.006055503
0.4800572 0.005942189
0.499327 0.005945658
0.4818213 0.006117137
0.4494762 0.005937753
0.440093 0.0058527
0.4502504 0.005722017
0.4491598 0.005896722
0.4568817 0.005966281
0.4694967 0.005972526
0.4433086 0.006119071
0.4681251 0.006044024
0.4090125 0.006031349
0.437746 0.005828043
0.4547062 0.005886302
0.4631142 0.006135515
0.5070634 0.006017843
0.5027654 0.006371715
0.5117782 0.006394035
0.55288 0.006387537
0.5489434 0.006526188
0.5557702 0.006487704
0.5693688 0.006446777
0.5473386 0.006458975
0.5781043 0.006501339
0.6105953 0.006377376
0.6048977 0.006276793
0.5941523 0.006176211
0.6108462 0.00621522
0.6173859 0.006219699
0.6105423 0.006118133
0.619472 0.006044331
0.5698789 0.005787997
0.588384 0.005877926
0.5945196 0.005812188
0.5952666 0.005665992
0.6311536 0.005573702
0.6568312 0.005578813
0.6812238 0.005607874
0.6705567 0.005391191
0.6616758 0.005413498
0.6751392 0.005482825
0.6609791 0.005377661
0.6655726 0.005492556
0.6847565 0.005588356
0.6790415 0.005583507
0.6458842 0.005651998
0.617868 0.005752735
0.6281201 0.005824772
0.6243478 0.005910909
0.639541 0.006015916
0.653444 0.006096625
0.6458637 0.005895024
0.6458286 0.005846785
0.6057016 0.005759634
0.5727154 0.006033669
0.5679384 0.005985359
0.5761001 0.005890773
0.5982782 0.005582282
0.5961989 0.005694314
0.5952878 0.005600101
0.587983 0.005732611
0.586919 0.005670338
0.5443662 0.005853087
0.5313395 0.00586599
0.5262896 0.005769142
0.5493137 0.005527287
0.5304231 0.005400044
0.5493349 0.005440435
0.5537292 0.005492001
0.5493833 0.005286009
0.5577948 0.005353471
0.5719386 0.005290883
0.5512854 0.005374514
0.5430984 0.005406462
0.5474725 0.005353961
0.5333672 0.005338148
0.5281322 0.005345029
0.5203453 0.005291974
0.503506 0.005297958
0.5083815 0.005074279
0.5127282 0.005138225
0.4899055 0.00521373
0.4669083 0.00511109
0.4614355 0.005227236
0.4372561 0.005132316
0.4140028 0.005244917
0.4557876 0.005201813
0.4948846 0.005403379
0.4963705 0.005547
0.4935562 0.005837131
0.4961422 0.005859252
0.4762327 0.005736351
0.4888096 0.005814205
0.5145132 0.006320455
0.4643273 0.006409261
0.4786714 0.006299894
0.4791032 0.00638849
0.4843531 0.006436173
0.4851549 0.006674389
0.4755692 0.006738952
0.4707144 0.006835946
0.4471743 0.006746568
0.4118746 0.006645494
0.4467743 0.006825325
0.4256921 0.006833865
0.417561 0.006767485
0.441679 0.006761974
0.4343021 0.006676528
0.4310383 0.006849143
0.4523613 0.006895514
0.4561668 0.007103028
0.4445041 0.00714037
0.4677368 0.007134349
0.4618435 0.00683286
0.4804328 0.007141457
0.4523181 0.007208509
0.4428172 0.006884134
0.4224976 0.007001329
0.4119035 0.006628347
0.4477637 0.006659824
0.4298855 0.00658873
0.4235525 0.006616757
0.4314532 0.006644355
0.4302386 0.006681576
0.4311989 0.006802787
0.4235478 0.006489619
0.4191372 0.006591689
0.4171871 0.006528291
0.4220908 0.00635579
0.4122944 0.006227928
0.4107356 0.00613543
0.3863458 0.006220992
0.4089838 0.006074159
0.4181341 0.0061171
0.4189796 0.006523227
0.3557042 0.006607883
0.3985543 0.006688306
0.3965723 0.006687758
0.392888 0.006722977
0.3886567 0.006648906
0.4212498 0.006355655
0.4482173 0.006170958
0.4675045 0.005930696
0.4529688 0.005694783
0.429918 0.005903417
0.4519057 0.005948143
0.4940297 0.006187295
0.4854383 0.006354522
0.4960649 0.006458488
0.4974996 0.006547513
0.5169622 0.006580528
0.4797577 0.006572862
0.454498 0.006630411
0.4263832 0.006416481
0.4395403 0.006595635
