probIn scale
0.429741 0.006676618
0.4415536 0.006798834
0.4319384 0.006715935
0.4220498 0.006635448
0.4138183 0.006749883
0.3912213 0.006593095
0.3727264 0.006775271
0.3657644 0.006876627
0.3672999 0.006620653
0.3844045 0.006418491
0.4101294 0.006540076
0.4049056 0.006441972
0.3885456 0.006217438
0.3765784 0.006412366
0.3973058 0.006358644
0.3865189 0.006435926
0.3893094 0.006315304
0.3863902 0.006630235
0.4279092 0.006264454
0.4636617 0.006379448
0.4956077 0.006356805
0.5189423 0.006329445
0.486284 0.006312124
0.4877541 0.006384519
0.4591954 0.006420464
0.4632911 0.006361184
0.4343803 0.006570068
0.4346334 0.00655944
0.4243442 0.006844194
0.4321438 0.006608243
0.41959 0.006395239
0.4213173 0.006361524
0.4842776 0.006297258
0.4936505 0.00621099
0.4889421 0.006184452
0.5090445 0.006105361
0.484951 0.006280605
0.4696145 0.006071588
0.4321282 0.006624637
0.4556784 0.006773195
0.4997862 0.006682359
0.49247 0.006648881
0.4819845 0.006763694
0.4887942 0.006716081
0.4517459 0.00674596
0.4698127 0.006781686
0.4620069 0.006795491
0.4682342 0.006601105
0.4360439 0.006498626
0.433185 0.00672029
0.4666212 0.006562288
0.4976067 0.006659904
0.4971761 0.006716183
0.5172568 0.006997288
0.5015773 0.007270757
0.5156714 0.007701752
0.5118599 0.007784297
0.5290673 0.007919311
0.5305236 0.00789488
0.4991978 0.007990781
0.5035574 0.008238875
0.4896506 0.00812496
0.4644083 0.007990817
0.4635706 0.007920993
0.4729043 0.007764384
0.4571803 0.00829082
0.4588741 0.008407477
0.4316399 0.008195623
0.428225 0.008187995
0.4013624 0.008036454
0.4449941 0.008238695
0.43371 0.008457178
0.4710302 0.008333744
0.466865 0.008374289
0.4493675 0.008424722
0.4562611 0.008137764
0.5040493 0.007705572
0.4941072 0.007846519
0.4830277 0.007741139
0.4932193 0.00777522
0.4788118 0.007820055
0.4728989 0.007582004
0.4871535 0.007227441
0.4999617 0.007565648
0.4802863 0.007694799
0.4616913 0.007855225
0.4394926 0.007884042
0.4376763 0.007915321
0.4329792 0.007924576
0.4250994 0.00795412
0.413924 0.007481513
0.4264468 0.007292565
0.3995743 0.007097129
0.4286022 0.007345166
0.4158252 0.00704569
0.4324664 0.007134171
0.4225704 0.007024479
0.4277292 0.007219836
0.4443542 0.007476362
0.4582027 0.007659324
0.4829795 0.007844178
0.4915853 0.00775869
0.4916379 0.008081937
0.4618183 0.008
0.4367427 0.007810526
0.4330445 0.007400943
0.4443241 0.007773624
0.4483838 0.007909309
0.4510351 0.008156633
0.4517508 0.008193276
0.4368285 0.008233764
0.4406512 0.00821593
0.4679628 0.008200129
0.4597757 0.008638571
0.4498115 0.008513846
0.4710237 0.00845115
0.4910315 0.008817388
0.507885 0.008963224
0.5321874 0.008493791
0.5300145 0.008661316
0.53833 0.008406631
0.5488327 0.008483137
0.5703588 0.008568655
0.5615641 0.008336394
0.5421326 0.008794034
0.5449342 0.008699092
0.5537321 0.00909772
0.5565509 0.009590232
0.5514992 0.009694704
0.5735559 0.009957507
0.6123329 0.0101047
0.5843549 0.009926687
0.5578489 0.009891482
0.5385404 0.009657701
0.5415879 0.009423265
0.555095 0.009712677
0.5485386 0.009502421
0.5489372 0.009252109
0.5848268 0.009328638
0.5993815 0.008945991
0.5986334 0.009028606
0.6003624 0.009007562
0.5553537 0.009242662
0.5444927 0.008863804
0.5707159 0.008950245
0.5298999 0.00931611
0.5233282 0.009082613
0.546815 0.009387081
0.5280651 0.009075562
0.5420009 0.009256786
0.5250456 0.009207525
0.5293719 0.009080242
0.5515193 0.009171886
0.5374316 0.009638495
0.5175102 0.009446718
0.5118803 0.009410654
0.521696 0.009838307
0.5387665 0.0099006
0.524531 0.009835144
0.5176902 0.009532206
0.5336973 0.009373453
0.507487 0.009013289
0.5097814 0.008729105
0.5336275 0.008549874
0.5249272 0.008036951
0.5197466 0.008235553
0.4999122 0.008032762
0.4751176 0.007552591
0.4912695 0.007393195
0.4971787 0.006836663
0.503037 0.006954694
0.5020883 0.006827465
0.5073708 0.006790648
0.5248818 0.006855453
0.531511 0.006757425
0.552022 0.006780673
0.5206432 0.006948922
0.5062771 0.006451868
0.5054725 0.006807203
0.5429631 0.006994924
0.5260803 0.007187329
0.5586797 0.007260472
0.5432862 0.007171619
0.5533263 0.007284639
0.5698368 0.007223998
0.585523 0.007402536
0.5829218 0.007341808
0.6047487 0.007190489
0.6102028 0.007647064
0.6195488 0.007534507
0.6171294 0.007570521
0.6057033 0.007946781
0.6230146 0.007639907
0.5923275 0.007536921
0.5632713 0.007375848
0.5489589 0.007933701
0.5441003 0.007867315
0.5690593 0.00774787
0.60678 0.007847889
0.5816017 0.007706249
0.630834 0.007635784
0.6304397 0.007992504
0.6275061 0.007997296
0.598294 0.007852212
0.5999096 0.007729708
0.6047763 0.007916956
0.6139175 0.008024041
0.6412192 0.007678741
0.6247561 0.007667129
0.5779043 0.00748945
0.571809 0.007711454
0.5638437 0.007662888
0.5717396 0.007758536
0.5874614 0.007549381
0.5986373 0.007572155
0.5813651 0.007661934
0.6023443 0.007608035
0.608558 0.007788311
0.6241312 0.007948614
0.6235773 0.007703172
0.6203964 0.007394474
0.6476473 0.007345157
0.632491 0.007214042
0.6422026 0.006876793
0.6430282 0.006907565
0.6834067 0.007183375
0.6943211 0.007317868
0.7010556 0.006975873
0.7007602 0.006919135
0.7102121 0.007144092
0.716998 0.007402461
0.7397539 0.007636857
0.7403737 0.007700029
0.7249066 0.007689205
0.6968405 0.007860491
0.731548 0.007883842
0.7335498 0.007908673
0.7466307 0.008059414
0.7656614 0.008039659
0.7296253 0.008108496
0.7605192 0.008003323
0.7704251 0.008196908
0.7502113 0.008009016
0.7831249 0.007882785
0.7600139 0.007697762
0.7280727 0.007370329
0.7540506 0.007561416
0.7531864 0.007447335
0.7492715 0.007366316
0.7700305 0.007332192
0.7625928 0.007318712
0.7232656 0.007631048
0.7485883 0.007482239
0.7271043 0.007565567
0.7117471 0.007286664
0.720636 0.007119115
0.7170386 0.007010096
0.7216793 0.00692968
0.6832106 0.006693585
0.6776651 0.006575083
0.6366652 0.00670266
0.6514292 0.006873931
0.6255167 0.007112047
0.6295152 0.007030928
0.6301721 0.007166694
0.6143417 0.007238411
0.6192016 0.007397981
0.5929813 0.007192371
0.568873 0.007443805
0.5577632 0.007331684
0.5471072 0.007054831
0.5478379 0.006750421
0.4919338 0.006687804
0.4981056 0.006741696
0.5102265 0.006701871
0.5095505 0.006176658
0.5179341 0.006405167
0.4991222 0.006209964
0.4965494 0.006172557
0.495633 0.006358643
0.4908252 0.006737957
0.4512456 0.007092957
0.4811358 0.007368493
0.4517332 0.007495394
0.4261403 0.007685169
0.42737 0.007686204
0.4418948 0.007770855
0.4274327 0.007584089
0.419135 0.007384869
0.4294001 0.007470013
0.4267338 0.00742455
0.410494 0.007435312
0.4306181 0.007248747
0.4156272 0.007390317
0.4486777 0.0070617
0.4435275 0.007054728
0.400222 0.00695835
0.4342617 0.007053814
0.4172861 0.006928857
0.4350763 0.006853465
0.4554365 0.006891503
0.4430876 0.006669622
0.4197803 0.006517621
0.4173495 0.00638231
0.400149 0.006288503
0.3991177 0.006245181
0.4337526 0.00604155
0.431343 0.006008332
0.4262488 0.006026574
0.4402052 0.00620229
0.4065438 0.006352883
0.4033507 0.006514524
0.3906795 0.006597118
0.3933445 0.006720924
0.3892537 0.006981774
0.375282 0.007032988
0.3587122 0.006787651
0.3764991 0.006736378
0.3790802 0.006637534
0.3971684 0.006276882
0.391279 0.006515654
0.384288 0.006450938
0.3613649 0.006229168
0.3655533 0.006321912
0.3479428 0.006221145
0.3611767 0.00622005
0.381587 0.00625078
0.4213473 0.006281378
0.382365 0.006360033
0.3830873 0.006362456
0.3638274 0.006447613
0.3784892 0.006752869
0.3704183 0.006869265
0.3773331 0.006955225
0.3966159 0.00727524
0.4139213 0.007397624
0.4120204 0.007400814
0.3854589 0.007623319
0.3671069 0.00748992
0.3785312 0.007440983
0.3660733 0.007256456
0.3555374 0.007368356
0.3690727 0.007214501
0.3727609 0.00740535
0.3629992 0.007614394
0.3429724 0.007282777
0.3675779 0.007798334
0.3387217 0.007939095
0.3505581 0.007751823
0.3733169 0.007741789
0.3596791 0.008401113
0.3826493 0.008217058
0.3624047 0.008204178
0.3250194 0.007909055
0.3160492 0.008040203
0.3330016 0.00787828
0.3303368 0.007907693
0.3293947 0.007971854
0.3527841 0.0082471
0.3500801 0.008121451
0.3536735 0.00844217
0.3437527 0.00841262
0.342557 0.008265626
0.3329847 0.008225637
0.3245795 0.008006341
0.3329815 0.008226271
0.3441276 0.007865027
0.3021848 0.008062208
0.269992 0.008058289
0.2942631 0.008183307
0.3108312 0.007957094
0.3603293 0.008137703
0.3893278 0.008113568
0.3637193 0.008264548
0.3568769 0.008226728
0.3945447 0.008653757
0.3440811 0.008599123
0.368388 0.008333015
0.3717733 0.008394287
0.4048 0.008439434
0.4040458 0.008809597
0.4089145 0.008738285
0.4461298 0.008597792
0.4300086 0.008439908
0.4360812 0.00813912
0.4228168 0.008087391
0.4086197 0.008181934
0.4267829 0.008002622
0.3833305 0.007799696
0.3765171 0.007975754
0.3655048 0.00781607
0.3476556 0.007960337
0.3504229 0.007935186
0.3717239 0.008194793
0.3571252 0.007899506
0.3908459 0.007816895
0.4038525 0.008013261
0.416451 0.007915591
0.391237 0.008089969
0.4255639 0.007912174
0.4353521 0.007779292
0.4217702 0.007435192
0.4284225 0.007442617
0.4349618 0.00722033
0.4383258 0.007346827
0.4608422 0.00718669
0.4642225 0.007268631
0.4566379 0.006733543
0.4768553 0.006678694
0.5033063 0.00655629
0.4703754 0.006877982
0.4225875 0.006875548
0.4174567 0.00680456
0.4602093 0.006818302
0.4638976 0.006701927
0.4371971 0.006884701
0.4775339 0.007187847
0.5092857 0.007294443
0.5009915 0.007625289
0.5148289 0.007483048
0.4866595 0.007282522
0.51555 0.00764412
0.5128405 0.007738671
0.4944325 0.007516782
0.4907363 0.007680282
0.4781508 0.007732011
0.48473 0.00761989
0.4692403 0.007601959
0.4564773 0.007761192
0.4670513 0.008000977
0.4555644 0.008027374
0.4576938 0.008256396
0.4464022 0.008241697
0.4287363 0.008322437
0.3947466 0.008518701
0.3612057 0.008418024
0.350173 0.0081317
0.3160365 0.008371024
0.324347 0.008538905
0.3227248 0.008692462
0.2939422 0.008813275
0.2969133 0.008910163
0.331402 0.009081167
0.3389621 0.009266376
0.3449024 0.00899261
0.365628 0.008559042
0.4150041 0.008727391
0.3823594 0.009093468
0.4076163 0.009222973
0.3677855 0.009160693
0.3658971 0.008831163
0.3807277 0.00905393
0.3818924 0.00881543
0.3646741 0.008460092
0.3294389 0.008374228
0.3211426 0.008584982
0.3190469 0.008580026
0.3371332 0.008371988
0.3402463 0.00806409
0.3765625 0.008206062
0.4106916 0.008053266
0.4195719 0.008233531
0.4053607 0.008530647
0.4206251 0.008597865
0.403279 0.008905068
0.4006239 0.009056976
0.4279037 0.009114696
0.439703 0.009121144
0.4223095 0.009116366
0.4005476 0.009475237
0.3945217 0.009356192
0.3846728 0.009120056
0.4000049 0.009069569
0.4191421 0.009231146
0.4646315 0.008383265
0.4838747 0.008755443
0.4799877 0.00863271
0.4837337 0.008406642
0.4966847 0.008444189
0.508557 0.008056557
0.5045544 0.008117451
0.4969628 0.008208571
0.4950232 0.007769062
0.5446538 0.008182834
0.5499891 0.007888421
0.5624916 0.008006505
0.5506221 0.00801157
0.5050015 0.008184596
0.5049187 0.008458198
0.5020542 0.008722439
0.5289912 0.008867108
0.5597045 0.008506188
0.5576514 0.008051576
0.5625008 0.007934179
0.5736194 0.008026614
0.5808021 0.008023216
0.6076045 0.007928007
0.6192892 0.008054199
0.6111993 0.007931292
0.6448731 0.007900619
0.6346765 0.007710763
0.649234 0.007931371
0.6528734 0.007817601
0.6152827 0.007846988
0.6140439 0.008139853
0.621051 0.007744555
0.625174 0.007618345
0.6205288 0.007567778
0.6057664 0.007558617
0.622005 0.007090685
0.6339429 0.007175528
0.6360523 0.00722681
0.6186889 0.007460964
0.6075286 0.007619228
0.6365949 0.007704196
0.5884336 0.007838331
0.6060658 0.007870393
0.6022839 0.007778646
0.6249958 0.00776889
0.6520226 0.00779734
0.6575134 0.008179081
0.6777135 0.007890043
0.6710013 0.007844102
0.6355006 0.007818221
0.6198614 0.00793611
0.6262928 0.0079318
0.621412 0.008018053
0.6420158 0.007771808
0.6483725 0.007976218
0.6575308 0.007773337
0.6371998 0.007712947
0.6567831 0.007759638
0.6442876 0.007725186
0.6475834 0.007744143
0.6378791 0.007805024
0.6364947 0.008194593
0.6253196 0.008018235
0.608879 0.007489571
0.6206739 0.007334594
0.6172712 0.00735219
0.5912242 0.007166951
0.5743019 0.007224337
0.5772861 0.007086744
0.5891511 0.007447848
0.5956135 0.007566545
0.5502648 0.007499655
0.5878457 0.007620737
0.6130276 0.007396065
0.6102261 0.007171011
0.6471848 0.007099922
0.6623995 0.006783309
0.6020484 0.006812444
0.5895182 0.006921519
0.5979903 0.007089975
0.5836498 0.007071429
0.5495848 0.007184971
0.5664452 0.007012882
0.5647511 0.007078131
0.6090842 0.007222994
0.6097608 0.007505025
0.6155055 0.007639674
0.5478167 0.007645299
0.5474466 0.007441449
0.5764622 0.007192817
0.5817026 0.007188508
0.5942771 0.007308162
0.5483556 0.007545042
0.5581797 0.007492411
0.5312207 0.007401264
0.5486894 0.007539407
0.5548675 0.007408835
0.5650365 0.007716901
0.5787026 0.007678326
0.55952 0.007776324
0.5888142 0.007904072
0.5471273 0.007989088
0.5503783 0.007877659
0.5388446 0.007842264
0.5147983 0.007693171
0.518238 0.007841095
0.5178954 0.007805384
0.4673193 0.007901888
0.4567384 0.007815545
0.4497411 0.007909934
0.4826456 0.008108652
0.4930656 0.008252649
0.4891162 0.008219405
0.4718251 0.00777397
0.454705 0.007824993
0.4688645 0.008016228
0.4401607 0.008035473
0.420813 0.00784513
0.4584388 0.008492133
0.459529 0.008720794
0.4651388 0.008619357
0.4602925 0.00935782
0.4702255 0.009143626
0.4927914 0.009079777
0.4989686 0.008964486
0.5275125 0.009427256
0.5459454 0.009270086
0.5253677 0.009057217
0.5290804 0.009220921
0.5469927 0.009191846
0.511464 0.009163957
0.485407 0.009314561
0.4783994 0.009619925
0.5019998 0.009567285
0.4838525 0.009273098
0.4835178 0.009420151
0.5174345 0.009419874
0.5267068 0.009248085
0.5286869 0.009824153
0.4938889 0.009764781
0.499871 0.009775337
0.4701821 0.009247828
0.4834219 0.009177474
0.4757828 0.009318221
0.5186158 0.009421478
0.5484087 0.009535847
0.5489598 0.009472656
0.571966 0.009032789
0.6042055 0.009104706
0.5660298 0.008547311
0.5519453 0.008308511
0.5390697 0.008113189
0.555917 0.007964547
0.5714965 0.008134131
0.5235782 0.008355359
0.5460648 0.008051124
0.5271176 0.008082253
0.5330157 0.008181621
0.5063787 0.008126913
0.5258876 0.007844212
0.52136 0.007949135
0.4754914 0.008153006
0.5004785 0.008319197
0.5061428 0.008232438
0.5071094 0.007989668
0.5093268 0.008050875
0.5279211 0.008096064
0.5293966 0.008156895
0.5328641 0.008153841
0.5229134 0.008178213
0.5346473 0.008076944
0.5083975 0.007894093
0.4955062 0.007860954
0.5035491 0.007798982
0.4934312 0.007846592
0.4899087 0.008026539
0.4725975 0.0081533
0.4344086 0.007798244
0.4535468 0.007578454
0.4554646 0.007607111
0.4568248 0.007782529
0.45255 0.007784865
0.4220118 0.007924174
0.4079886 0.00749975
0.3732178 0.007473043
0.3750826 0.007197674
0.3453949 0.007379245
0.292395 0.007516934
0.2922335 0.007237336
0.2933554 0.007207655
0.2790781 0.007223737
0.2660574 0.007521687
0.2831051 0.007539177
0.2863945 0.007493961
0.3052887 0.007554745
0.3157177 0.007235673
0.2940799 0.007538233
0.2881252 0.00725668
0.2969136 0.007127553
0.2984812 0.007215742
0.2821863 0.007347196
0.2892659 0.007506461
0.2893609 0.007491691
0.2609861 0.008061746
0.2966776 0.008124692
0.2892319 0.00792974
0.2992476 0.008293575
0.321216 0.007824558
0.3176655 0.007786531
0.3482763 0.007871977
0.3583962 0.008306193
0.352184 0.008129275
0.3318089 0.007767365
0.3433447 0.00797113
0.3225499 0.008087362
0.3316724 0.007867754
0.3716456 0.008014815
0.3402364 0.008017302
0.3376555 0.008089002
0.3516532 0.008239668
0.3602387 0.007775661
0.393257 0.007659984
0.4048701 0.008303261
0.4028162 0.008471633
0.3982562 0.008510513
0.3637708 0.008621526
0.367128 0.008498766
0.3515051 0.00872148
0.3250276 0.00883264
0.325085 0.008731275
0.314298 0.009061802
0.3225093 0.008926573
0.3198082 0.009107114
0.2924124 0.009418925
0.2520169 0.009443709
0.285491 0.009258556
0.3072367 0.009239812
0.3091325 0.009300424
0.3169636 0.009377888
0.3347584 0.009525645
0.3334978 0.00953652
0.353731 0.009604773
0.3754203 0.009658278
0.3634863 0.009367583
0.3867974 0.009462992
0.3647148 0.009577545
0.3808037 0.009783825
0.3564161 0.009753343
0.390657 0.009785212
0.4195452 0.009603808
0.4536568 0.009479836
0.4623233 0.009732656
0.4771563 0.00965133
0.4779756 0.009377345
0.4737036 0.009767942
0.4503292 0.009927235
0.4523504 0.01024917
0.4784546 0.0101382
0.4747755 0.01001669
0.4588341 0.009807261
0.4409097 0.009662769
0.4170932 0.009579077
0.3906652 0.009499632
0.3974371 0.009074268
0.3838961 0.009223269
0.3768125 0.008943259
0.3984693 0.009003378
0.3813867 0.008960692
0.3546289 0.00859157
0.3666886 0.008516967
0.3480717 0.008397237
0.3522545 0.008324094
0.3700511 0.008472367
0.3611644 0.008285618
0.3646831 0.008114432
0.3500594 0.008503632
0.3441582 0.008512893
0.3447765 0.008143451
0.3303619 0.008094064
0.3433622 0.008267276
0.3339645 0.00857074
0.342225 0.00879515
0.3528759 0.008797643
0.3717194 0.008715052
0.4029921 0.00844151
0.3918818 0.008379197
0.3807177 0.008556654
0.389415 0.008333381
0.3916055 0.007966253
0.4073359 0.008117751
0.4111038 0.007992104
0.3970751 0.007706213
0.3990538 0.007675417
0.4133008 0.007398768
0.4103914 0.007546863
0.3860615 0.007772229
0.3861795 0.00774911
0.3664338 0.007546154
0.3238139 0.007518137
0.3703307 0.007300302
0.3733221 0.007304601
0.406678 0.007221447
0.4306446 0.007596404
0.4556868 0.007429484
0.4416786 0.007050331
0.4357581 0.007093695
0.4116832 0.007072795
0.4138873 0.00716556
0.4069951 0.006959793
0.3940568 0.006850921
0.4037828 0.006935108
0.3913304 0.006643047
0.3734749 0.006513605
0.3709604 0.006282451
0.3704789 0.006197088
0.3556768 0.006291769
0.3406899 0.006155824
0.3247854 0.006106583
0.2838458 0.006004015
0.3309352 0.006071713
0.3368083 0.006086507
0.3256137 0.006021967
0.3230478 0.005931746
0.3130215 0.005953411
0.3176619 0.005747396
0.3354363 0.005507359
0.3428679 0.005434028
0.3282195 0.005616044
0.3039414 0.005399511
0.3061224 0.00514065
0.3486289 0.005047682
0.3496631 0.005227178
0.3499071 0.005458849
0.3690888 0.005588873
0.4139618 0.00559528
0.4270507 0.005575908
0.4447232 0.005560505
0.437651 0.005482487
0.4433336 0.005565147
0.4226756 0.005304504
0.3987148 0.005584333
0.4106879 0.005516253
0.4308694 0.005747362
0.4242092 0.005818158
0.4506506 0.005786392
0.4716801 0.005724145
0.4809776 0.0053461
0.4590767 0.005236013
0.4607112 0.005066236
0.4462882 0.005095838
0.467178 0.005323882
0.4934387 0.005265708
0.487659 0.00530111
0.5236508 0.0055622
0.5321031 0.005894558
0.5043614 0.005923972
0.4984426 0.006186199
0.4949157 0.006060282
0.5051233 0.006105235
0.4957824 0.00619899
0.4887668 0.006151737
0.5100331 0.006220674
0.5112344 0.00601417
0.5218059 0.005773151
0.5751238 0.006032475
0.5574178 0.006117365
0.5416188 0.006023684
0.5559058 0.005803924
0.5527153 0.005730002
0.5257413 0.005472009
0.4688685 0.005350676
0.4929912 0.005413069
0.5206566 0.005470221
0.5525267 0.005408855
0.5649724 0.005327164
0.5447868 0.005269114
0.5595133 0.005121782
0.5598109 0.005163815
0.5301839 0.005068997
0.5079907 0.005059617
0.5074409 0.005203416
0.4919866 0.005372024
0.4876554 0.005239588
0.4825411 0.005380271
0.4686629 0.005361904
0.4813164 0.005414353
0.4652274 0.005342742
0.4285709 0.00543737
0.3859628 0.005178449
0.376102 0.005277216
0.3740472 0.005446789
0.3716973 0.005457398
0.359013 0.005531688
0.3914728 0.005786013
0.4118073 0.005825223
0.4211727 0.005713898
0.4441962 0.00580002
0.441748 0.005690899
0.4427556 0.005581256
0.4583776 0.005198667
0.4869914 0.00534087
0.5116414 0.005166633
0.5160789 0.00528307
0.5187356 0.005052642
0.5334458 0.004953442
0.5369968 0.004898055
0.4915264 0.004869378
0.4955448 0.004833238
0.4788633 0.004789186
0.4959723 0.004775429
0.4973705 0.005055983
0.4786086 0.004933822
0.468497 0.004782039
0.4484436 0.004685549
0.445726 0.004591319
0.4525907 0.004572179
0.456244 0.004558288
0.4484044 0.004320614
0.4849075 0.004330369
0.4647744 0.004208719
0.4592329 0.00436772
0.4524735 0.004365964
0.4427328 0.004192663
0.4630548 0.003934416
0.4562666 0.003884124
0.4838376 0.003846747
0.4913448 0.003827846
0.4507768 0.003848266
0.4573803 0.003863545
0.4509301 0.003788168
0.4469237 0.0036254
0.4247071 0.003455923
0.4258619 0.003434198
0.412299 0.003447398
0.4106475 0.003510804
0.4247522 0.003461787
0.3907309 0.003478203
0.4075875 0.003552649
0.4102516 0.003583492
0.4248932 0.003594825
0.4250864 0.003410133
0.4170806 0.003446242
0.4202133 0.003553424
0.4315869 0.003572607
0.4037494 0.003523613
0.3924089 0.003598966
0.3684807 0.003643514
0.3588573 0.003647114
0.3709387 0.003677273
0.363797 0.003749358
0.333214 0.00376512
0.3483837 0.003660773
0.3510654 0.003633088
0.3739464 0.003763025
0.3690738 0.003769796
0.3929518 0.003892683
0.4339262 0.003850425
0.4215651 0.004027038
0.4159462 0.003954128
0.4125665 0.004250303
0.4157412 0.004128073
0.4221042 0.004275128
0.4333805 0.004348815
0.4550858 0.00431805
0.4349453 0.004404281
0.4524203 0.004329539
0.429113 0.004194483
0.444237 0.004238359
0.4456768 0.004229172
0.4212529 0.004052369
0.4121956 0.004008351
0.3748285 0.004046963
0.3744088 0.003939502
0.3622459 0.004204397
0.359582 0.004261038
0.3817171 0.004057861
0.363144 0.004215846
0.3582961 0.004170895
0.3860896 0.003999155
0.3465218 0.003953902
0.3953307 0.003853982
0.4364994 0.003913923
0.4347419 0.00387251
0.4628463 0.003921246
0.4479629 0.003910629
0.4638688 0.003659638
0.4673921 0.0036019
0.4976338 0.003614201
0.5080513 0.00349939
0.5311742 0.003449178
0.5031751 0.003482499
0.5118646 0.003382898
0.5151971 0.00336275
0.4991956 0.003325927
0.482628 0.003311332
0.4553918 0.003231265
0.4392469 0.003206267
0.4421731 0.003321877
0.4185476 0.003299955
0.4052591 0.003263084
0.4037732 0.003238778
0.4005799 0.003359164
0.3967744 0.00333078
0.4038043 0.003283651
0.429049 0.003486058
0.4236884 0.003453832
0.4503234 0.00341179
0.4418022 0.003398535
0.4464275 0.003391399
0.4481637 0.00342746
0.4501092 0.003422257
0.4655197 0.003342083
0.4473056 0.003364064
0.4828256 0.003153169
0.4794506 0.003165129
0.4788291 0.003090153
0.4916392 0.003043826
0.5344272 0.003057408
0.5357565 0.002979329
0.5703839 0.003158525
0.53905 0.003218504
0.5733646 0.003167331
0.5653358 0.003098333
0.5898422 0.003191117
0.5743485 0.003292836
0.5945374 0.003354818
0.5827986 0.003418136
0.5708346 0.003554952
0.5729337 0.003584574
0.5584938 0.003685523
0.5524244 0.003847833
0.5593129 0.003853748
0.5844403 0.003900509
0.5896145 0.003835516
0.5652214 0.003817445
0.5566868 0.003732849
0.6029456 0.003795271
0.5736038 0.003749911
0.6128227 0.003767349
0.6030973 0.003748127
0.593184 0.003719622
0.6102111 0.003929149
0.6270751 0.004063978
0.6515067 0.004103514
0.6719865 0.004092985
0.6459255 0.003930175
0.6506838 0.003905632
0.6251737 0.003834282
0.6093003 0.003852439
0.614863 0.003841316
0.581707 0.003949721
0.5652019 0.003891294
0.5381303 0.004008144
0.5155333 0.004138068
0.4797771 0.004092636
0.4749557 0.00404958
0.4482809 0.004021755
0.4864645 0.004001746
0.4790082 0.003826304
0.4475484 0.00387343
0.4464305 0.003975858
0.4249414 0.004071218
0.428937 0.004071012
0.4341347 0.004289524
0.4364696 0.004219175
0.4659129 0.004168745
0.4488107 0.004191688
0.4425774 0.00413195
0.4215269 0.004422634
0.4199963 0.004380278
0.4081218 0.004328718
0.4081128 0.004322184
0.4271105 0.004351484
0.4103634 0.004482559
0.4205541 0.004538985
0.4260163 0.004505998
0.4320964 0.004618716
0.4210824 0.004716382
0.3833312 0.004766308
0.3754379 0.004885448
0.3484165 0.004961252
0.3334401 0.004871449
0.3271265 0.004674017
0.3668117 0.004687387
0.4070469 0.004742587
0.383723 0.004768338
0.3994428 0.004705253
0.3862202 0.004486739
0.357679 0.004558744
0.3483937 0.004500987
0.364603 0.004504688
0.3690421 0.004765512
0.3306454 0.004653727
0.3077532 0.004679416
0.2964975 0.0047621
0.3187667 0.004618118
0.3159243 0.004755415
0.3151804 0.004692304
0.2911963 0.004768453
0.3043045 0.004789867
0.2675333 0.004759858
0.2670877 0.004646817
0.2600343 0.004514275
0.2439798 0.004581977
0.2610118 0.004472233
0.2735767 0.004529183
0.2729482 0.004646409
0.2971956 0.004661762
0.3055945 0.004504636
0.296256 0.004550954
0.2814036 0.00461172
0.2658297 0.00454099
0.2663034 0.004490961
0.2464457 0.004537904
0.2067137 0.004511418
0.19451 0.004512327
0.1814127 0.004286506
0.1777423 0.00416586
0.2191822 0.003952918
0.2435061 0.003912123
0.2856634 0.003950096
0.2914651 0.004071554
0.2933905 0.003997693
0.3031133 0.004113314
0.282559 0.004091139
0.2819059 0.004144542
0.3031622 0.004190935
0.2970494 0.004345389
0.3055981 0.004282053
0.2720501 0.004368992
0.272398 0.004234935
0.3181015 0.004178983
0.3054909 0.00399041
0.2856421 0.004144031
0.301994 0.004175506
0.317951 0.004133549
0.3095822 0.004103429
0.3036929 0.004154765
0.3020968 0.00429497
0.3022229 0.004166661
0.305347 0.004042768
0.30698 0.004183241
0.3033722 0.004216526
0.3220801 0.004358202
0.3119585 0.004389431
0.3269846 0.004347859
0.3183345 0.004454195
0.3198375 0.004563536
0.3475328 0.004675718
0.3313977 0.004865374
0.3151326 0.004850649
0.3273573 0.004728264
0.3006775 0.004899745
0.3236783 0.004890492
0.3133332 0.004837732
0.3284231 0.004577268
0.3425187 0.004706955
0.3216637 0.0044834
0.3846103 0.004362531
0.3707463 0.004367219
0.3885496 0.004350206
0.3995784 0.004263215
0.398424 0.004393868
0.3766552 0.004428022
0.3718985 0.004425355
0.3502571 0.004410301
0.3508697 0.00434161
0.3621923 0.004280185
0.3344789 0.004257386
0.3520278 0.004250263
0.3628827 0.004367013
0.3621946 0.004139992
0.3848111 0.004119434
0.3442385 0.004155036
0.3461253 0.004267442
0.3606029 0.004442978
0.3795511 0.004247312
0.3374408 0.004139748
0.3408044 0.004166467
0.4024563 0.004305767
0.4525085 0.004423777
0.4803041 0.00452975
0.4662839 0.004412215
0.4675659 0.004492968
0.468186 0.004522935
0.4884744 0.004450706
0.4990413 0.004591183
0.5454259 0.004565962
0.5355785 0.004371118
0.5483663 0.004326176
0.5587255 0.004172508
0.5928042 0.004191912
0.5901291 0.003917908
0.5657641 0.004066686
0.5454982 0.003959981
0.5576952 0.003942233
0.5588933 0.004090425
0.5820026 0.00426196
0.6026908 0.004169752
0.6087128 0.00436777
0.6334654 0.004279008
0.6618445 0.004311343
